precursor,peptide,protein,class,group2/group1,group3/group1
1650,1650,212,3,0,0
1651,1651,250,3,0,0
1652,1652,265,3,0,0
1653,1653,186,2,0,0
1654,1654,277,3,0,0
1655,1655,247,3,0,0
1656,1656,234,3,0,0
1657,1657,89,2,-1.48053326298913,0.969255697798826
1658,1658,162,2,0,0
1659,1659,29,2,-1.63830521623447,0
1660,1660,156,2,0,0
1661,1661,232,3,0,0
1662,1662,149,2,0,0
1663,1663,277,3,0,0
1664,1664,77,2,1.12340759436431,-1.48199941938291
1665,1665,64,2,1.18204013468859,1.05070465780599
1666,1666,293,3,0,0
1667,1667,130,2,0,0
1668,1668,141,2,0,0
1669,1669,97,2,-2.14447956085875,2.64587832846883
1670,1670,81,2,1.08598330392738,-1.08088485820285
1671,1671,112,2,-1.58960366640251,-1.51252320807767
1672,1672,129,2,0,0
1673,1673,116,2,-1.28372577091938,-1.39753348072068
1674,1674,220,3,0,0
1675,1675,14,2,2.11539862221373,0
1676,1676,34,2,0,1.69452817331644
1677,1677,177,2,0,0
1678,1678,146,2,0,0
1679,1679,116,2,-1.28372577091938,-1.39753348072068
1680,1680,9,2,1.58411473380147,0
1681,1681,177,2,0,0
1682,1682,137,2,0,0
1683,1683,291,3,0,0
1684,1684,261,3,0,0
1685,1685,259,3,0,0
1686,1686,166,2,0,0
1687,1687,8,2,0.985511411068618,0
1688,1688,291,3,0,0
1689,1689,243,3,0,0
1690,1690,79,2,1.18026979905821,-1.33446276814962
1691,1691,172,2,0,0
1692,1692,247,3,0,0
1693,1693,61,2,1.38374994355563,1.17251634715637
1694,1694,40,2,0,-1.16898104128702
1695,1695,151,2,0,0
1696,1696,20,2,-1.19562206597036,0
1697,1697,41,2,0,-2.03883636817183
1698,1698,119,2,-1.32326109663208,-1.07230818420937
1699,1699,48,2,0,-1.49524318657839
1700,1700,207,3,0,0
1701,1701,210,3,0,0
1702,1702,238,3,0,0
1703,1703,108,2,-2.42473107091446,-1.51924901714292
1704,1704,100,2,-2.11725940591307,-1.51835938447674
1705,1705,46,2,0,-1.76799708743673
1706,1706,176,2,0,0
1707,1707,97,2,-2.14447956085875,2.64587832846883
1708,1708,217,3,0,0
1709,1709,21,2,-0.734188121768956,0
1710,1710,43,2,0,-3.04401974860585
1711,1711,295,3,0,0
1712,1712,57,2,1.90205968676218,2.76709506340869
1713,1713,46,2,0,-1.76799708743673
1714,1714,70,2,2.65083230894511,-1.48526776012044
1715,1715,38,2,0,-2.23972742987847
1716,1716,17,2,-1.70784060958812,0
1717,1717,154,2,0,0
1718,1718,266,3,0,0
1719,1719,163,2,0,0
1720,1720,56,2,2.57677198465232,1.6032144745416
1721,1721,204,3,0,0
1722,1722,64,2,1.18204013468859,1.05070465780599
1723,1723,227,3,0,0
1724,1724,209,3,0,0
1725,1725,156,2,0,0
1726,1726,30,2,-2.42591491157008,0
1727,1727,215,3,0,0
1728,1728,135,2,0,0
1729,1729,202,3,0,0
1730,1730,2,2,1.55898379871337,0
1731,1731,89,2,-1.48053326298913,0.969255697798826
1732,1732,27,2,-1.22958758017245,0
1733,1733,84,2,-3.57540683913257,1.29846895652487
1734,1734,170,2,0,0
1735,1735,292,3,0,0
1736,1736,9,2,1.58411473380147,0
1737,1737,300,4,0,0
1738,1738,283,3,0,0
1739,1739,36,2,0,1.75747897159647
1740,1740,220,3,0,0
1741,1741,279,3,0,0
1742,1742,22,2,-1.63375925890106,0
1743,1743,239,3,0,0
1744,1744,49,2,0,-0.930943200247806
1745,1745,138,2,0,0
1746,1746,19,2,-1.59541485984077,0
1747,1747,44,2,0,-1.08296961248329
1748,1748,109,2,-1.79334527111273,-2.93807693455439
1749,1749,200,2,0,0
1750,1750,34,2,0,1.69452817331644
1751,1751,159,2,0,0
1752,1752,55,2,3.33579184515924,1.34940152255717
1753,1753,291,3,0,0
1754,1754,135,2,0,0
1755,1755,96,2,-1.78680603897506,1.78391020645018
1756,1756,165,2,0,0
1757,1757,244,3,0,0
1758,1758,144,2,0,0
1759,1759,62,2,1.67737446606243,1.36721481119709
1760,1760,258,3,0,0
1761,1761,34,2,0,1.69452817331644
1762,1762,180,2,0,0
1763,1763,129,2,0,0
1764,1764,187,2,0,0
1765,1765,230,3,0,0
1766,1766,273,3,0,0
1767,1767,2,2,1.55898379871337,0
1768,1768,117,2,-1.68763038447834,-1.8124178191565
1769,1769,277,3,0,0
1770,1770,271,3,0,0
1771,1771,146,2,0,0
1772,1772,75,2,2.51963813151615,-1.44590744824611
1773,1773,85,2,-1.47584872673667,2.30543974343398
1774,1774,86,2,-1.85677789828621,1.46564507841493
1775,1775,299,4,0,0
1776,1776,300,4,0,0
1777,1777,186,2,0,0
1778,1778,205,3,0,0
1779,1779,232,3,0,0
1780,1780,167,2,0,0
1781,1781,193,2,0,0
1782,1782,193,2,0,0
1783,1783,25,2,-1.36130917212331,0
1784,1784,72,2,1.62590972350676,-1.22366082872087
1785,1785,44,2,0,-1.08296961248329
1786,1786,73,2,1.86761829932737,-2.29731339588267
1787,1787,151,2,0,0
1788,1788,61,2,1.38374994355563,1.17251634715637
1789,1789,99,2,-2.31947769276312,-2.02268452958989
1790,1790,59,2,1.55920233969058,1.96137352386918
1791,1791,252,3,0,0
1792,1792,92,2,-1.37545497637842,2.0069198543239
1793,1793,10,2,1.33454836396146,0
1794,1794,204,3,0,0
1795,1795,298,4,0,0
1796,1796,149,2,0,0
1797,1797,199,2,0,0
1798,1798,63,2,1.43748454374855,1.06672102868454
1799,1799,114,2,-1.26463838904737,-1.74221610756035
1800,1800,279,3,0,0
1801,1801,94,2,-1.56195619759142,1.90349088414224
1802,1802,44,2,0,-1.08296961248329
1803,1803,230,3,0,0
1804,1804,18,2,-2.25784594659956,0
1805,1805,264,3,0,0
1806,1806,209,3,0,0
1807,1807,248,3,0,0
1808,1808,258,3,0,0
1809,1809,222,3,0,0
1810,1810,134,2,0,0
1811,1811,24,2,-1.60567893592252,0
1812,1812,86,2,-1.85677789828621,1.46564507841493
1813,1813,297,4,0,0
1814,1814,229,3,0,0
1815,1815,16,2,-1.49230427934657,0
1816,1816,295,3,0,0
1817,1817,174,2,0,0
1818,1818,146,2,0,0
1819,1819,130,2,0,0
1820,1820,114,2,-1.26463838904737,-1.74221610756035
1821,1821,299,4,0,0
1822,1822,233,3,0,0
1823,1823,86,2,-1.85677789828621,1.46564507841493
1824,1824,48,2,0,-1.49524318657839
1825,1825,230,3,0,0
1826,1826,211,3,0,0
1827,1827,169,2,0,0
1828,1828,81,2,1.08598330392738,-1.08088485820285
1829,1829,137,2,0,0
1830,1830,39,2,0,-1.16424131428944
1831,1831,224,3,0,0
1832,1832,294,3,0,0
1833,1833,68,2,1.72968708912911,-1.87937392050813
1834,1834,93,2,-2.48480725431807,1.4286327317104
1835,1835,84,2,-3.57540683913257,1.29846895652487
1836,1836,33,2,0,1.39135255704563
1837,1837,268,3,0,0
1838,1838,96,2,-1.78680603897506,1.78391020645018
1839,1839,226,3,0,0
1840,1840,163,2,0,0
1841,1841,241,3,0,0
1842,1842,281,3,0,0
1843,1843,233,3,0,0
1844,1844,175,2,0,0
1845,1845,130,2,0,0
1846,1846,245,3,0,0
1847,1847,270,3,0,0
1848,1848,182,2,0,0
1849,1849,203,3,0,0
1850,1850,70,2,2.65083230894511,-1.48526776012044
1851,1851,26,2,-1.87993094674353,0
1852,1852,214,3,0,0
1853,1853,60,2,1.49379449962572,2.23382338633635
1854,1854,38,2,0,-2.23972742987847
1855,1855,203,3,0,0
1856,1856,175,2,0,0
1857,1857,268,3,0,0
1858,1858,148,2,0,0
1859,1859,296,3,0,0
1860,1860,263,3,0,0
1861,1861,244,3,0,0
1862,1862,40,2,0,-1.16898104128702
1863,1863,239,3,0,0
1864,1864,243,3,0,0
1865,1865,54,2,1.66866275501064,0.901610919481883
1866,1866,24,2,-1.60567893592252,0
1867,1867,135,2,0,0
1868,1868,194,2,0,0
1869,1869,199,2,0,0
1870,1870,53,2,1.77346429257603,2.12765936968405
1871,1871,222,3,0,0
1872,1872,157,2,0,0
1873,1873,193,2,0,0
1874,1874,242,3,0,0
1875,1875,246,3,0,0
1876,1876,211,3,0,0
1877,1877,182,2,0,0
1878,1878,156,2,0,0
1879,1879,88,2,-1.81583446214764,1.77432589660515
1880,1880,283,3,0,0
1881,1881,118,2,-1.61758309154034,-2.1907738647716
1882,1882,180,2,0,0
1883,1883,129,2,0,0
1884,1884,67,2,1.78677474343465,-1.93162163737053
1885,1885,38,2,0,-2.23972742987847
1886,1886,239,3,0,0
1887,1887,113,2,-2.00691393532141,-0.86199346309174
1888,1888,111,2,-2.3336157910908,-1.28250940286513
1889,1889,250,3,0,0
1890,1890,235,3,0,0
1891,1891,159,2,0,0
1892,1892,231,3,0,0
1893,1893,41,2,0,-2.03883636817183
1894,1894,253,3,0,0
1895,1895,146,2,0,0
1896,1896,271,3,0,0
1897,1897,32,2,0,1.65119084479716
1898,1898,159,2,0,0
1899,1899,78,2,1.52158518737456,-1.59774799490743
1900,1900,27,2,-1.22958758017245,0
1901,1901,243,3,0,0
1902,1902,10,2,1.33454836396146,0
1903,1903,146,2,0,0
1904,1904,133,2,0,0
1905,1905,231,3,0,0
1906,1906,274,3,0,0
1907,1907,278,3,0,0
1908,1908,29,2,-1.63830521623447,0
1909,1909,295,3,0,0
1910,1910,284,3,0,0
1911,1911,134,2,0,0
1912,1912,71,2,1.83083791401128,-2.34539519608527
1913,1913,141,2,0,0
1914,1914,118,2,-1.61758309154034,-2.1907738647716
1915,1915,81,2,1.08598330392738,-1.08088485820285
1916,1916,119,2,-1.32326109663208,-1.07230818420937
1917,1917,280,3,0,0
1918,1918,75,2,2.51963813151615,-1.44590744824611
1919,1919,173,2,0,0
1920,1920,255,3,0,0
1921,1921,155,2,0,0
1922,1922,155,2,0,0
1923,1923,73,2,1.86761829932737,-2.29731339588267
1924,1924,96,2,-1.78680603897506,1.78391020645018
1925,1925,171,2,0,0
1926,1926,202,3,0,0
1927,1927,263,3,0,0
1928,1928,182,2,0,0
1929,1929,106,2,-1.43893589183708,-1.32493950191992
1930,1930,134,2,0,0
1931,1931,100,2,-2.11725940591307,-1.51835938447674
1932,1932,163,2,0,0
1933,1933,85,2,-1.47584872673667,2.30543974343398
1934,1934,300,4,0,0
1935,1935,94,2,-1.56195619759142,1.90349088414224
1936,1936,224,3,0,0
1937,1937,263,3,0,0
1938,1938,131,2,0,0
1939,1939,219,3,0,0
1940,1940,248,3,0,0
1941,1941,222,3,0,0
1942,1942,122,2,-2.22620796286034,-1.17297446242961
1943,1943,262,3,0,0
1944,1944,227,3,0,0
1945,1945,25,2,-1.36130917212331,0
1946,1946,194,2,0,0
1947,1947,249,3,0,0
1948,1948,30,2,-2.42591491157008,0
1949,1949,94,2,-1.56195619759142,1.90349088414224
1950,1950,252,3,0,0
1951,1951,69,2,1.16491767924804,-1.50830820208594
1952,1952,81,2,1.08598330392738,-1.08088485820285
1953,1953,251,3,0,0
1954,1954,7,2,1.4279963099281,0
1955,1955,90,2,-2.2949365142498,2.28848977341016
1956,1956,148,2,0,0
1957,1957,43,2,0,-3.04401974860585
1958,1958,205,3,0,0
1959,1959,289,3,0,0
1960,1960,137,2,0,0
1961,1961,128,2,0,0
1962,1962,41,2,0,-2.03883636817183
1963,1963,268,3,0,0
1964,1964,81,2,1.08598330392738,-1.08088485820285
1965,1965,158,2,0,0
1966,1966,115,2,-1.75313560599201,-1.83622433334765
1967,1967,160,2,0,0
1968,1968,50,2,0,-2.03867334919771
1969,1969,258,3,0,0
1970,1970,91,2,-2.45760667220143,1.40316078410353
1971,1971,179,2,0,0
1972,1972,300,4,0,0
1973,1973,51,2,0,-1.75742601538763
1974,1974,16,2,-1.49230427934657,0
1975,1975,59,2,1.55920233969058,1.96137352386918
1976,1976,130,2,0,0
1977,1977,267,3,0,0
1978,1978,286,3,0,0
1979,1979,236,3,0,0
1980,1980,281,3,0,0
1981,1981,228,3,0,0
1982,1982,226,3,0,0
1983,1983,179,2,0,0
1984,1984,47,2,0,-1.93707656530528
1985,1985,110,2,-2.99459507315052,-0.805235751626777
1986,1986,73,2,1.86761829932737,-2.29731339588267
1987,1987,48,2,0,-1.49524318657839
1988,1988,175,2,0,0
1989,1989,100,2,-2.11725940591307,-1.51835938447674
1990,1990,146,2,0,0
1991,1991,82,2,2.0891817330148,-2.59561829971879
1992,1992,235,3,0,0
1993,1993,282,3,0,0
1994,1994,185,2,0,0
1995,1995,223,3,0,0
1996,1996,62,2,1.67737446606243,1.36721481119709
1997,1997,139,2,0,0
1998,1998,282,3,0,0
1999,1999,49,2,0,-0.930943200247806
2000,2000,182,2,0,0
2001,2001,73,2,1.86761829932737,-2.29731339588267
2002,2002,285,3,0,0
2003,2003,52,2,2.13038169877224,1.5635632821971
2004,2004,50,2,0,-2.03867334919771
2005,2005,289,3,0,0
2006,2006,255,3,0,0
2007,2007,144,2,0,0
2008,2008,29,2,-1.63830521623447,0
2009,2009,119,2,-1.32326109663208,-1.07230818420937
2010,2010,11,2,1.01024764168585,0
2011,2011,195,2,0,0
2012,2012,73,2,1.86761829932737,-2.29731339588267
2013,2013,50,2,0,-2.03867334919771
2014,2014,69,2,1.16491767924804,-1.50830820208594
2015,2015,230,3,0,0
2016,2016,112,2,-1.58960366640251,-1.51252320807767
2017,2017,71,2,1.83083791401128,-2.34539519608527
2018,2018,204,3,0,0
2019,2019,300,4,0,0
2020,2020,22,2,-1.63375925890106,0
2021,2021,124,2,0,0
2022,2022,177,2,0,0
2023,2023,116,2,-1.28372577091938,-1.39753348072068
2024,2024,178,2,0,0
2025,2025,280,3,0,0
2026,2026,248,3,0,0
2027,2027,113,2,-2.00691393532141,-0.86199346309174
2028,2028,78,2,1.52158518737456,-1.59774799490743
2029,2029,91,2,-2.45760667220143,1.40316078410353
2030,2030,48,2,0,-1.49524318657839
2031,2031,137,2,0,0
2032,2032,107,2,-1.6940933842278,-1.59910815227679
2033,2033,205,3,0,0
2034,2034,87,2,-1.7907126286205,2.09193109264351
2035,2035,66,2,2.00197328748143,1.61086347544595
2036,2036,174,2,0,0
2037,2037,22,2,-1.63375925890106,0
2038,2038,121,2,-1.09227954810855,-2.12123373942122
2039,2039,59,2,1.55920233969058,1.96137352386918
2040,2040,190,2,0,0
2041,2041,100,2,-2.11725940591307,-1.51835938447674
2042,2042,154,2,0,0
2043,2043,148,2,0,0
2044,2044,230,3,0,0
2045,2045,297,4,0,0
2046,2046,190,2,0,0
2047,2047,27,2,-1.22958758017245,0
2048,2048,295,3,0,0
2049,2049,170,2,0,0
2050,2050,107,2,-1.6940933842278,-1.59910815227679
2051,2051,255,3,0,0
2052,2052,83,2,-1.34197506953224,0.88841024631224
2053,2053,186,2,0,0
2054,2054,285,3,0,0
2055,2055,221,3,0,0
2056,2056,258,3,0,0
2057,2057,123,2,-1.17093742915611,-1.63510211487616
2058,2058,172,2,0,0
2059,2059,59,2,1.55920233969058,1.96137352386918
2060,2060,135,2,0,0
2061,2061,10,2,1.33454836396146,0
2062,2062,112,2,-1.58960366640251,-1.51252320807767
2063,2063,189,2,0,0
2064,2064,133,2,0,0
2065,2065,194,2,0,0
2066,2066,87,2,-1.7907126286205,2.09193109264351
2067,2067,226,3,0,0
2068,2068,159,2,0,0
2069,2069,220,3,0,0
2070,2070,235,3,0,0
2071,2071,125,2,0,0
2072,2072,214,3,0,0
2073,2073,72,2,1.62590972350676,-1.22366082872087
2074,2074,242,3,0,0
2075,2075,23,2,-1.22748433573691,0
2076,2076,251,3,0,0
2077,2077,129,2,0,0
2078,2078,152,2,0,0
2079,2079,272,3,0,0
2080,2080,135,2,0,0
2081,2081,98,2,-1.04063829113887,1.40330364475566
2082,2082,178,2,0,0
2083,2083,44,2,0,-1.08296961248329
2084,2084,45,2,0,-1.65282678982638
2085,2085,25,2,-1.36130917212331,0
2086,2086,133,2,0,0
2087,2087,151,2,0,0
2088,2088,245,3,0,0
2089,2089,67,2,1.78677474343465,-1.93162163737053
2090,2090,104,2,-1.31829528968713,-1.99192441668253
2091,2091,202,3,0,0
2092,2092,211,3,0,0
2093,2093,267,3,0,0
2094,2094,44,2,0,-1.08296961248329
2095,2095,33,2,0,1.39135255704563
2096,2096,160,2,0,0
2097,2097,156,2,0,0
2098,2098,224,3,0,0
2099,2099,292,3,0,0
2100,2100,111,2,-2.3336157910908,-1.28250940286513
2101,2101,84,2,-3.57540683913257,1.29846895652487
2102,2102,98,2,-1.04063829113887,1.40330364475566
2103,2103,104,2,-1.31829528968713,-1.99192441668253
2104,2104,170,2,0,0
2105,2105,204,3,0,0
2106,2106,157,2,0,0
2107,2107,152,2,0,0
2108,2108,247,3,0,0
2109,2109,83,2,-1.34197506953224,0.88841024631224
2110,2110,21,2,-0.734188121768956,0
2111,2111,31,2,0,2.38788599616315
2112,2112,171,2,0,0
2113,2113,122,2,-2.22620796286034,-1.17297446242961
2114,2114,225,3,0,0
2115,2115,202,3,0,0
2116,2116,58,2,2.01037811034488,1.08986359565718
2117,2117,57,2,1.90205968676218,2.76709506340869
2118,2118,127,2,0,0
2119,2119,117,2,-1.68763038447834,-1.8124178191565
2120,2120,66,2,2.00197328748143,1.61086347544595
2121,2121,179,2,0,0
2122,2122,68,2,1.72968708912911,-1.87937392050813
2123,2123,114,2,-1.26463838904737,-1.74221610756035
2124,2124,97,2,-2.14447956085875,2.64587832846883
2125,2125,212,3,0,0
2126,2126,18,2,-2.25784594659956,0
2127,2127,225,3,0,0
2128,2128,270,3,0,0
2129,2129,76,2,1.28549421124034,-1.38824299141114
2130,2130,271,3,0,0
2131,2131,156,2,0,0
2132,2132,4,2,1.64793763597146,0
2133,2133,88,2,-1.81583446214764,1.77432589660515
2134,2134,2,2,1.55898379871337,0
2135,2135,68,2,1.72968708912911,-1.87937392050813
2136,2136,240,3,0,0
2137,2137,172,2,0,0
2138,2138,194,2,0,0
2139,2139,102,2,-1.35560640676836,-1.70948169427869
2140,2140,28,2,-1.03817275280696,0
2141,2141,240,3,0,0
2142,2142,167,2,0,0
2143,2143,232,3,0,0
2144,2144,115,2,-1.75313560599201,-1.83622433334765
2145,2145,173,2,0,0
2146,2146,50,2,0,-2.03867334919771
2147,2147,7,2,1.4279963099281,0
2148,2148,171,2,0,0
2149,2149,195,2,0,0
2150,2150,293,3,0,0
2151,2151,65,2,2.39826283891075,2.06259572204764
2152,2152,200,2,0,0
2153,2153,125,2,0,0
2154,2154,244,3,0,0
2155,2155,31,2,0,2.38788599616315
2156,2156,207,3,0,0
2157,2157,256,3,0,0
2158,2158,58,2,2.01037811034488,1.08986359565718
2159,2159,175,2,0,0
2160,2160,298,4,0,0
2161,2161,282,3,0,0
2162,2162,149,2,0,0
2163,2163,75,2,2.51963813151615,-1.44590744824611
2164,2164,22,2,-1.63375925890106,0
2165,2165,234,3,0,0
2166,2166,141,2,0,0
2167,2167,75,2,2.51963813151615,-1.44590744824611
2168,2168,103,2,-1.78652430592543,-2.33465720350627
2169,2169,161,2,0,0
2170,2170,6,2,1.61655601660842,0
2171,2171,171,2,0,0
2172,2172,38,2,0,-2.23972742987847
2173,2173,183,2,0,0
2174,2174,57,2,1.90205968676218,2.76709506340869
2175,2175,193,2,0,0
2176,2176,168,2,0,0
2177,2177,273,3,0,0
2178,2178,56,2,2.57677198465232,1.6032144745416
2179,2179,257,3,0,0
2180,2180,231,3,0,0
2181,2181,265,3,0,0
2182,2182,201,3,0,0
2183,2183,279,3,0,0
2184,2184,208,3,0,0
2185,2185,57,2,1.90205968676218,2.76709506340869
2186,2186,209,3,0,0
2187,2187,266,3,0,0
2188,2188,289,3,0,0
2189,2189,154,2,0,0
2190,2190,130,2,0,0
2191,2191,149,2,0,0
2192,2192,47,2,0,-1.93707656530528
2193,2193,136,2,0,0
2194,2194,242,3,0,0
2195,2195,294,3,0,0
2196,2196,50,2,0,-2.03867334919771
2197,2197,128,2,0,0
2198,2198,194,2,0,0
2199,2199,164,2,0,0
2200,2200,181,2,0,0
2201,2201,65,2,2.39826283891075,2.06259572204764
2202,2202,185,2,0,0
2203,2203,96,2,-1.78680603897506,1.78391020645018
2204,2204,4,2,1.64793763597146,0
2205,2205,222,3,0,0
2206,2206,285,3,0,0
2207,2207,236,3,0,0
2208,2208,94,2,-1.56195619759142,1.90349088414224
2209,2209,6,2,1.61655601660842,0
2210,2210,213,3,0,0
2211,2211,134,2,0,0
2212,2212,57,2,1.90205968676218,2.76709506340869
2213,2213,154,2,0,0
2214,2214,210,3,0,0
2215,2215,132,2,0,0
2216,2216,96,2,-1.78680603897506,1.78391020645018
2217,2217,95,2,-1.39519474077962,1.67932244689139
2218,2218,185,2,0,0
2219,2219,167,2,0,0
2220,2220,186,2,0,0
2221,2221,281,3,0,0
2222,2222,10,2,1.33454836396146,0
2223,2223,172,2,0,0
2224,2224,180,2,0,0
2225,2225,161,2,0,0
2226,2226,213,3,0,0
2227,2227,163,2,0,0
2228,2228,94,2,-1.56195619759142,1.90349088414224
2229,2229,90,2,-2.2949365142498,2.28848977341016
2230,2230,93,2,-2.48480725431807,1.4286327317104
2231,2231,154,2,0,0
2232,2232,23,2,-1.22748433573691,0
2233,2233,104,2,-1.31829528968713,-1.99192441668253
2234,2234,220,3,0,0
2235,2235,135,2,0,0
2236,2236,200,2,0,0
2237,2237,79,2,1.18026979905821,-1.33446276814962
2238,2238,133,2,0,0
2239,2239,289,3,0,0
2240,2240,239,3,0,0
2241,2241,297,4,0,0
2242,2242,162,2,0,0
2243,2243,81,2,1.08598330392738,-1.08088485820285
2244,2244,26,2,-1.87993094674353,0
2245,2245,53,2,1.77346429257603,2.12765936968405
2246,2246,203,3,0,0
2247,2247,66,2,2.00197328748143,1.61086347544595
2248,2248,14,2,2.11539862221373,0
2249,2249,147,2,0,0
2250,2250,279,3,0,0
2251,2251,260,3,0,0
2252,2252,284,3,0,0
2253,2253,46,2,0,-1.76799708743673
2254,2254,6,2,1.61655601660842,0
2255,2255,85,2,-1.47584872673667,2.30543974343398
2256,2256,265,3,0,0
2257,2257,263,3,0,0
2258,2258,286,3,0,0
2259,2259,150,2,0,0
2260,2260,105,2,-1.95037829899013,-1.39931861285781
2261,2261,144,2,0,0
2262,2262,146,2,0,0
2263,2263,178,2,0,0
2264,2264,287,3,0,0
2265,2265,185,2,0,0
2266,2266,276,3,0,0
2267,2267,186,2,0,0
2268,2268,287,3,0,0
2269,2269,299,4,0,0
2270,2270,22,2,-1.63375925890106,0
2271,2271,23,2,-1.22748433573691,0
2272,2272,6,2,1.61655601660842,0
2273,2273,115,2,-1.75313560599201,-1.83622433334765
2274,2274,53,2,1.77346429257603,2.12765936968405
2275,2275,215,3,0,0
2276,2276,73,2,1.86761829932737,-2.29731339588267
2277,2277,269,3,0,0
2278,2278,123,2,-1.17093742915611,-1.63510211487616
2279,2279,202,3,0,0
2280,2280,260,3,0,0
2281,2281,51,2,0,-1.75742601538763
2282,2282,262,3,0,0
2283,2283,178,2,0,0
2284,2284,210,3,0,0
2285,2285,191,2,0,0
2286,2286,203,3,0,0
2287,2287,287,3,0,0
2288,2288,3,2,1.43130217493197,0
2289,2289,91,2,-2.45760667220143,1.40316078410353
2290,2290,158,2,0,0
2291,2291,249,3,0,0
2292,2292,297,4,0,0
2293,2293,30,2,-2.42591491157008,0
2294,2294,218,3,0,0
2295,2295,271,3,0,0
2296,2296,97,2,-2.14447956085875,2.64587832846883
2297,2297,177,2,0,0
2298,2298,206,3,0,0
2299,2299,218,3,0,0
2300,2300,169,2,0,0
2301,2301,72,2,1.62590972350676,-1.22366082872087
2302,2302,93,2,-2.48480725431807,1.4286327317104
2303,2303,262,3,0,0
2304,2304,75,2,2.51963813151615,-1.44590744824611
2305,2305,3,2,1.43130217493197,0
2306,2306,33,2,0,1.39135255704563
2307,2307,33,2,0,1.39135255704563
2308,2308,263,3,0,0
2309,2309,123,2,-1.17093742915611,-1.63510211487616
2310,2310,268,3,0,0
2311,2311,76,2,1.28549421124034,-1.38824299141114
2312,2312,121,2,-1.09227954810855,-2.12123373942122
2313,2313,284,3,0,0
2314,2314,164,2,0,0
2315,2315,273,3,0,0
2316,2316,96,2,-1.78680603897506,1.78391020645018
2317,2317,104,2,-1.31829528968713,-1.99192441668253
2318,2318,107,2,-1.6940933842278,-1.59910815227679
2319,2319,99,2,-2.31947769276312,-2.02268452958989
2320,2320,170,2,0,0
2321,2321,299,4,0,0
2322,2322,265,3,0,0
2323,2323,5,2,1.25413385526895,0
2324,2324,207,3,0,0
2325,2325,165,2,0,0
2326,2326,98,2,-1.04063829113887,1.40330364475566
2327,2327,83,2,-1.34197506953224,0.88841024631224
2328,2328,246,3,0,0
2329,2329,103,2,-1.78652430592543,-2.33465720350627
2330,2330,53,2,1.77346429257603,2.12765936968405
2331,2331,228,3,0,0
2332,2332,264,3,0,0
2333,2333,65,2,2.39826283891075,2.06259572204764
2334,2334,108,2,-2.42473107091446,-1.51924901714292
2335,2335,149,2,0,0
2336,2336,138,2,0,0
2337,2337,174,2,0,0
2338,2338,165,2,0,0
2339,2339,261,3,0,0
2340,2340,208,3,0,0
2341,2341,108,2,-2.42473107091446,-1.51924901714292
2342,2342,291,3,0,0
2343,2343,56,2,2.57677198465232,1.6032144745416
2344,2344,9,2,1.58411473380147,0
2345,2345,98,2,-1.04063829113887,1.40330364475566
2346,2346,152,2,0,0
2347,2347,112,2,-1.58960366640251,-1.51252320807767
2348,2348,182,2,0,0
2349,2349,294,3,0,0
2350,2350,94,2,-1.56195619759142,1.90349088414224
2351,2351,28,2,-1.03817275280696,0
2352,2352,60,2,1.49379449962572,2.23382338633635
2353,2353,69,2,1.16491767924804,-1.50830820208594
2354,2354,267,3,0,0
2355,2355,137,2,0,0
2356,2356,62,2,1.67737446606243,1.36721481119709
2357,2357,173,2,0,0
2358,2358,207,3,0,0
2359,2359,39,2,0,-1.16424131428944
2360,2360,38,2,0,-2.23972742987847
2361,2361,3,2,1.43130217493197,0
2362,2362,137,2,0,0
2363,2363,299,4,0,0
2364,2364,250,3,0,0
2365,2365,290,3,0,0
2366,2366,197,2,0,0
2367,2367,117,2,-1.68763038447834,-1.8124178191565
2368,2368,214,3,0,0
2369,2369,154,2,0,0
2370,2370,51,2,0,-1.75742601538763
2371,2371,281,3,0,0
2372,2372,170,2,0,0
2373,2373,186,2,0,0
2374,2374,11,2,1.01024764168585,0
2375,2375,130,2,0,0
2376,2376,168,2,0,0
2377,2377,260,3,0,0
2378,2378,200,2,0,0
2379,2379,295,3,0,0
2380,2380,111,2,-2.3336157910908,-1.28250940286513
2381,2381,68,2,1.72968708912911,-1.87937392050813
2382,2382,182,2,0,0
2383,2383,23,2,-1.22748433573691,0
2384,2384,178,2,0,0
2385,2385,221,3,0,0
2386,2386,230,3,0,0
2387,2387,20,2,-1.19562206597036,0
2388,2388,147,2,0,0
2389,2389,198,2,0,0
2390,2390,92,2,-1.37545497637842,2.0069198543239
2391,2391,23,2,-1.22748433573691,0
2392,2392,275,3,0,0
2393,2393,142,2,0,0
2394,2394,299,4,0,0
2395,2395,72,2,1.62590972350676,-1.22366082872087
2396,2396,201,3,0,0
2397,2397,141,2,0,0
2398,2398,162,2,0,0
2399,2399,151,2,0,0
2400,2400,264,3,0,0
2401,2401,251,3,0,0
2402,2402,90,2,-2.2949365142498,2.28848977341016
2403,2403,141,2,0,0
2404,2404,200,2,0,0
2405,2405,152,2,0,0
2406,2406,229,3,0,0
2407,2407,202,3,0,0
2408,2408,203,3,0,0
2409,2409,229,3,0,0
2410,2410,193,2,0,0
2411,2411,125,2,0,0
2412,2412,269,3,0,0
2413,2413,208,3,0,0
2414,2414,105,2,-1.95037829899013,-1.39931861285781
2415,2415,85,2,-1.47584872673667,2.30543974343398
2416,2416,4,2,1.64793763597146,0
